sentence,aspect,polarity
the doctors at this hospital are very professional and they have expertise in their field so there is no need to worry at all,"['hospital', 'doctors', 'worry', 'professional', 'expertise']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
it is the best hospital to go to,"['hospital', 'best']","['Positive', 'Positive']"
"heart specialist hospital Nari me do Madurai uses international standards as their benchmark for medical , nursing and operating protocols , and they are the best at their job","['madurai', 'nursing', 'hospital', 'standards', 'medical']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"crescent and hospital , okay Nagar , Madurai has a lot of amenities like laboratory , pharmacy a dialysis center and Cath lab and much more which sees to it that the needs of the patients are met no matter what surgery they have come for","['nagar', 'hospital', 'madurai', 'dialysis', 'amenities']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
their service includes ambulance services blood bank services and a pharmacy,"['ambulance', 'services', 'pharmacy', 'service', 'bank']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
it is a great place to stay at,"['place', 'stay', 'great']","['Positive', 'Positive', 'Positive']"
very happy with the work,"['happy', 'work']","['Positive', 'Positive']"
this hospital is a nab h accredited hops it all and it has a very peaceful and calm environment that is filled with skilled and well trained doctors,"['hospital', 'accredited', 'doctors', 'peaceful', 'environment']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the critical care units are fully equipped as well,"['critical', 'units', 'care', 'equipped', 'fully']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the infrastructure at this hospital is simply a comparable by any other hospital and the charges for the room is also not that high,"['hospital', 'infrastructure', 'room', 'charges', 'comparable']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
"Amman children ' s hospital Anna Nagar , Madurai has cutting edge equipment and a staff that highly trained and professional and know what they are doing","['amman', 'equipment', 'hospital', 'madurai', 'nagar']","['Positive', 'Positive', 'Positive', 'Positive', 'Neutral']"
their service includes ambulance services blood bank services and a pharmacy,"['ambulance', 'services', 'pharmacy', 'service', 'bank']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
a c hospital Madurai is known for its emergency medical services and they also have a cardiac and trauma ambulance,"['hospital', 'madurai', 'ambulance', 'medical', 'emergency']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Positive']"
this hospital has many Ron owed doctors who visit the clinic and they have world class facilities at the clinic,"['clinic', 'hospital', 'doctors', 'facilities', 'visit']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the staff the nurses and the doctors are highly qualified at Ratna clinic can rag hat Gora oh poor and will take care of you amazingly and ensure that your surgery goes smoothly,"['gora', 'surgery', 'clinic', 'nurses', 'doctors']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors at Devaki cancer and research institute arap palayam Madurai have at least years of experience and the doctor who was performing the surgery on my mom had years of experience so we trusted them,"['surgery', 'madurai', 'doctors', 'cancer', 'doctor']","['Neutral', 'Positive', 'Positive', 'Neutral', 'Positive']"
"the operations team at keeping fit naturopathy hospital Natha m road , Madurai is great and they did my surgery so well , I feel fine now and they also gave me amazing tips to take care of my health given my condition","['hospital', 'naturopathy', 'madurai', 'surgery', 'natha']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"g v hospital not a raja Nagar , Madurai has a very nice management and they will organize every r thing really well for you","['nagar', 'madurai', 'hospital', 'management', 'raja']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
the doctor came twice to check me in my recovery and I was very happy with the staff at this place,"['recovery', 'staff', 'doctor', 'happy', 'check']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral']"
this hospital has cutting edge equipment and a staff that highly trained and professional and know what they are doing,"['hospital', 'equipment', 'staff', 'trained', 'professional']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Sarkar hospital floor ahi a Gora kh pair has some really experienced and well qualified doctors so you can trust them with your life because their success rate for surgery is really high,"['gora', 'surgery', 'hospital', 'doctors', 'experienced']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Positive']"
the diet of the patient is decided based on the therapeutic needs of the patient,"['diet', 'therapeutic', 'patient', 'needs', 'based']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
the doctors at pulse hospital kale puree Gora kh pair were well qualified and they took amazing care of me pulse hospital kale puree Gora oh power was simply too good,"['hospital', 'doctors', 'gora', 'pulse', 'kale']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital provides a comprehensive range of healthcare services and each and every one of their services is simply brilliant,"['hospital', 'healthcare', 'comprehensive', 'services', 'provides']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
very happy with their se vice,"['vice', 'se', 'happy']","['Positive', 'Positive', 'Positive']"
"the doctors at a r hospital , okay Nagar , Madurai have at least years of experience and the doctor who was performing the surgery on my mom had years of experience so we trusted them","['surgery', 'hospital', 'madurai', 'doctors', 'nagar']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
I underwent a very complicated surgery at a Hana hospital Madurai but I am very thankful to the team of doctors because they worked really hard to ensure that our surgery will be done efficiently,"['surgery', 'madurai', 'hospital', 'doctors', 'underwent']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Positive']"
they also have the best doctors who can make use of the technology,"['doctors', 'technology', 'best', 'use', 'make']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"a r hospital , okay Nagar , Madurai is one I of the most well known hospitals and they have really acclaimed doctors","['madurai', 'hospitals', 'hospital', 'nagar', 'doctors']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']"
the doctors at this hospital have a lot of expertise in their field and the fees that they charge for surgery is also not that much,"['hospital', 'fees', 'doctors', 'surgery', 'expertise']","['Positive', 'Positive', 'Positive', 'Neutral', 'Positive']"
"The hospital can rag hat Gora kh pair is one of the oldest hospitals and they have the best doctors , technicians and paramedics who take amazing care of you","['hospitals', 'hospital', 'gora', 'paramedics', 'doctors']","['Neutral', 'Neutral', 'Positive', 'Positive', 'Positive']"
the process of getting admitted at Osama Habib bash rat pours Gora kh pair was has sold free and they took really good care of me which was amazing,"['admitted', 'osama', 'free', 'gora', 'pair']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops it all has advanced technology eq IP men and tools so any advanced surgery can be done really smoothly here,"['surgery', 'advanced', 'technology', 'tools', 'eq']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"there are a lot of amenities and facilities that these hops it all gives its patients , which are specialist units ICUs diagnostic rooms , surgery rooms and treatment rooms so no matter what you are suffering from you will get a solution here","['patients', 'facilities', 'diagnostic', 'surgery', 'amenities']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"Neel a by hospital trauma center Ganga to la Gora kh pair has a pharmacy in the hospital , which charges much less for medicines compared to if you buy medicines from outside","['medicines', 'pharmacy', 'gora', 'hospital', 'neel']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
"the operations team at this hospital is great and they did my surgery so well , I feel fine now and they also gave me amazing tips to take care of my health given my condition","['hospital', 'surgery', 'operations', 'tips', 'care']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"Medicare health center , char gawa Gora kh pair has highly qualified doctors and the operating theatres are really great and fully equipped","['medicare', 'doctors', 'gora', 'theatres', 'health']","['Positive', 'Positive', 'Positive', 'Positive', 'Neutral']"
"Dr the Angara j hospital Mell or Madurai has a lot of amenities like laboratory , pharmacy a dialysis center and Cath lab and much more which sees to it that the needs of the patients are met no matter what surgery they have come for","['hospital', 'dialysis', 'madurai', 'patients', 'amenities']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Beige m hospital via swan auto para m Madurai has a good team of doctors who will take care of all your needs brilliantly,"['hospital', 'madurai', 'doctors', 'swan', 'beige']","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral']"
this hospital is very clean and they give really healthy food that the patient needs which is great,"['hospital', 'healthy', 'patient', 'food', 'clean']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the staff the nurses and the doctors are highly qualified at this hospital and will take care of you amazingly and ensure that your surgery goes smoothly,"['surgery', 'hospital', 'nurses', 'doctors', 'staff']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops it all has some really experienced and well qualified doctors so you can trust them with your life because their success rate for surgery is really high,"['surgery', 'doctors', 'trust', 'experienced', 'success']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
